facility_id,property_id,value
6,direction,up
6,excludes-stop,65
6,excludes-stop,70022
6,excludes-stop,70041
6,excludes-stop,70042
6,excludes-stop,door-state-meeting
6,excludes-stop,door-state-water
6,excludes-stop,door-state-congress
6,excludes-stop,door-state-exchange
6,excludes-stop,door-state-cityhall
50,alternate-service-text,The elevator at Framingham connecting the Inbound and Outbound platforms is out of service. Please proceed to Concord street to cross over to the outbound platform.
51,alternate-service-text,The elevator at Framingham connecting the Inbound and Outbound platforms is out of service. Please proceed to Concord street to cross over to the outbound platform.
52,alternate-service-text,The elevator at Route 128 Station connecting the inbound platform to the lobby is out of service. Please see station personnel for assistance. 
53,alternate-service-text,The elevator at Route 128 Station connecting the outbound platform to the lobby is out of service. Please see station personnel for assistance. 
54,direction,up
55,direction,up
102,direction,up
102,excludes-stop,9326
102,excludes-stop,9328
102,excludes-stop,door-ogmnl-banks
103,direction,up
103,excludes-stop,9326
103,excludes-stop,9328
103,excludes-stop,door-ogmnl-wash
103,excludes-stop,door-ogmnl-banks
104,direction,up
104,excludes-stop,9326
104,excludes-stop,9328
104,excludes-stop,door-ogmnl-wash
105,direction,up
105,excludes-stop,9326
105,excludes-stop,9328
105,excludes-stop,door-ogmnl-wash
105,excludes-stop,door-ogmnl-banks
112,direction,up
112,excludes-stop,70020
112,excludes-stop,70021
112,excludes-stop,70078
112,excludes-stop,door-dwnxg-temple
112,excludes-stop,door-dwnxg-winter
112,excludes-stop,door-dwnxg-summer
112,excludes-stop,door-dwnxg-macys
112,excludes-stop,door-dwnxg-rochebros
112,excludes-stop,door-dwnxg-franklin
112,excludes-stop,door-dwnxg-hawley
112,excludes-stop,door-dwnxg-101arch
112,excludes-stop,door-dwnxg-summereast
113,direction,up
113,excludes-stop,70020
113,excludes-stop,70021
113,excludes-stop,70077
113,excludes-stop,door-dwnxg-temple
113,excludes-stop,door-dwnxg-winter
113,excludes-stop,door-dwnxg-summer
113,excludes-stop,door-dwnxg-macys
113,excludes-stop,door-dwnxg-rochebros
113,excludes-stop,door-dwnxg-franklin
113,excludes-stop,door-dwnxg-101arch
113,excludes-stop,door-dwnxg-chauncy
113,excludes-stop,door-dwnxg-summereast
123,direction,up
123,excludes-stop,13
123,excludes-stop,70084
123,excludes-stop,door-andrw-exitonly
123,excludes-stop,door-andrw-elevator
124,direction,up
124,excludes-stop,13
124,excludes-stop,70084
124,excludes-stop,door-andrw-exitonly
124,excludes-stop,door-andrw-elevator
125,direction,up
127,direction,up
127,excludes-stop,10642
127,excludes-stop,70001
127,excludes-stop,Forest Hills
127,excludes-stop,door-forhl-upper
127,excludes-stop,door-forhl-arborway
127,excludes-stop,door-forhl-exit
128,direction,up
128,excludes-stop,10642
128,excludes-stop,70001
128,excludes-stop,Forest Hills
128,excludes-stop,door-forhl-upper
128,excludes-stop,door-forhl-arborway
128,excludes-stop,door-forhl-exit
129,direction,up
129,excludes-stop,10642
129,excludes-stop,875
129,excludes-stop,Forest Hills
129,excludes-stop,door-forhl-upper
129,excludes-stop,door-forhl-arborway
129,excludes-stop,door-forhl-lower
129,excludes-stop,door-forhl-exit
130,direction,up
130,excludes-stop,10642
130,excludes-stop,875
130,excludes-stop,Forest Hills
130,excludes-stop,door-forhl-upper
130,excludes-stop,door-forhl-arborway
130,excludes-stop,door-forhl-lower
130,excludes-stop,door-forhl-exit
131,direction,up
131,excludes-stop,9070002
131,excludes-stop,9070003
132,direction,up
132,excludes-stop,9070004
132,excludes-stop,9070005
133,direction,up
133,excludes-stop,11531
133,excludes-stop,9070007
134,direction,up
134,excludes-stop,1258
134,excludes-stop,1323
134,excludes-stop,9070008
135,direction,up
135,excludes-stop,17861
135,excludes-stop,70010
135,excludes-stop,70011
135,excludes-stop,Ruggles
135,excludes-stop,door-rugg-upper
135,excludes-stop,door-rugg-ruggles
135,excludes-stop,door-rugg-buses
135,excludes-stop,door-rugg-forsyth
135,excludes-stop,door-rugg-columbus
136,direction,up
136,excludes-stop,17861
136,excludes-stop,17862
136,excludes-stop,17863
136,excludes-stop,Ruggles
136,excludes-stop,door-rugg-upper
136,excludes-stop,door-rugg-ruggles
136,excludes-stop,door-rugg-buses
136,excludes-stop,door-rugg-forsyth
136,excludes-stop,door-rugg-columbus
137,direction,up
137,excludes-stop,17861
137,excludes-stop,17862
137,excludes-stop,17863
137,excludes-stop,Ruggles
137,excludes-stop,door-rugg-upper
137,excludes-stop,door-rugg-ruggles
137,excludes-stop,door-rugg-buses
137,excludes-stop,door-rugg-forsyth
137,excludes-stop,door-rugg-columbus
138,direction,up
138,excludes-stop,door-rugg-upper
138,excludes-stop,door-rugg-ruggles
138,excludes-stop,door-rugg-buses
138,excludes-stop,door-rugg-columbus
139,direction,up
139,excludes-stop,187
139,excludes-stop,188
139,excludes-stop,9070012
139,excludes-stop,9070013
139,excludes-stop,door-masta-corridor
139,excludes-stop,door-masta-main
139,excludes-stop,door-masta-camden
140,direction,up
140,excludes-stop,11384
140,excludes-stop,176
140,excludes-stop,23391
140,excludes-stop,Back Bay
140,excludes-stop,Back Bay-01
140,excludes-stop,Back Bay-02
140,excludes-stop,Back Bay-03
140,excludes-stop,Back Bay-05
140,excludes-stop,Back Bay-07
140,excludes-stop,door-bbsta-dartmn
140,excludes-stop,door-bbsta-dartms
140,excludes-stop,door-bbsta-dartmw
140,excludes-stop,door-bbsta-buswayn
140,excludes-stop,door-bbsta-busways
140,excludes-stop,door-bbsta-clarcolum
140,excludes-stop,door-bbsta-clarendon1
140,excludes-stop,door-bbsta-clarendon2
140,excludes-stop,door-bbsta-garage
140,excludes-stop,door-bbsta-underpass
141,direction,up
141,excludes-stop,11384
141,excludes-stop,176
141,excludes-stop,23391
141,excludes-stop,Back Bay
141,excludes-stop,Back Bay-01
141,excludes-stop,Back Bay-02
141,excludes-stop,Back Bay-03
141,excludes-stop,Back Bay-05
141,excludes-stop,Back Bay-07
141,excludes-stop,door-bbsta-dartmn
141,excludes-stop,door-bbsta-dartms
141,excludes-stop,door-bbsta-dartmw
141,excludes-stop,door-bbsta-buswayn
141,excludes-stop,door-bbsta-busways
141,excludes-stop,door-bbsta-clarcolum
141,excludes-stop,door-bbsta-clarendon1
141,excludes-stop,door-bbsta-clarendon2
141,excludes-stop,door-bbsta-garage
141,excludes-stop,door-bbsta-underpass
142,direction,up
142,excludes-stop,11384
142,excludes-stop,176
142,excludes-stop,23391
142,excludes-stop,70014
142,excludes-stop,70015
142,excludes-stop,Back Bay-01
142,excludes-stop,Back Bay-02
142,excludes-stop,Back Bay-03
142,excludes-stop,Back Bay-05
142,excludes-stop,Back Bay-07
142,excludes-stop,door-bbsta-dartmn
142,excludes-stop,door-bbsta-dartms
142,excludes-stop,door-bbsta-dartmw
142,excludes-stop,door-bbsta-buswayn
142,excludes-stop,door-bbsta-busways
142,excludes-stop,door-bbsta-clarcolum
142,excludes-stop,door-bbsta-clarendon1
142,excludes-stop,door-bbsta-clarendon2
142,excludes-stop,door-bbsta-garage
142,excludes-stop,door-bbsta-underpass
143,direction,down
143,excludes-stop,11384
143,excludes-stop,176
143,excludes-stop,23391
143,excludes-stop,70014
143,excludes-stop,70015
143,excludes-stop,Back Bay-01
143,excludes-stop,Back Bay-02
143,excludes-stop,Back Bay-03
143,excludes-stop,Back Bay-05
143,excludes-stop,Back Bay-07
143,excludes-stop,door-bbsta-dartmn
143,excludes-stop,door-bbsta-dartms
143,excludes-stop,door-bbsta-dartmw
143,excludes-stop,door-bbsta-buswayn
143,excludes-stop,door-bbsta-busways
143,excludes-stop,door-bbsta-clarcolum
143,excludes-stop,door-bbsta-clarendon1
143,excludes-stop,door-bbsta-clarendon2
143,excludes-stop,door-bbsta-garage
143,excludes-stop,door-bbsta-underpass
144,direction,up
144,excludes-stop,11384
144,excludes-stop,176
144,excludes-stop,23391
144,excludes-stop,70014
144,excludes-stop,70015
144,excludes-stop,Back Bay-01
144,excludes-stop,Back Bay-02
144,excludes-stop,Back Bay-03
144,excludes-stop,Back Bay-05
144,excludes-stop,Back Bay-07
144,excludes-stop,door-bbsta-dartmn
144,excludes-stop,door-bbsta-dartms
144,excludes-stop,door-bbsta-dartmw
144,excludes-stop,door-bbsta-buswayn
144,excludes-stop,door-bbsta-busways
144,excludes-stop,door-bbsta-clarcolum
144,excludes-stop,door-bbsta-clarendon1
144,excludes-stop,door-bbsta-clarendon2
144,excludes-stop,door-bbsta-garage
144,excludes-stop,door-bbsta-underpass
145,direction,up
145,excludes-stop,49002
145,excludes-stop,6565
145,excludes-stop,door-tumnl-tremont
146,direction,up
146,excludes-stop,49002
146,excludes-stop,6565
146,excludes-stop,70016
146,excludes-stop,door-tumnl-tremont
147,direction,up
147,excludes-stop,49002
147,excludes-stop,6565
147,excludes-stop,70017
147,excludes-stop,door-tumnl-tremont
148,direction,up
148,excludes-stop,49002
148,excludes-stop,6565
148,excludes-stop,70016
148,excludes-stop,door-tumnl-washington
149,direction,up
149,excludes-stop,49002
149,excludes-stop,6565
149,excludes-stop,70017
149,excludes-stop,door-tumnl-washington
150,direction,down
150,excludes-stop,door-prmnl-huntington
151,direction,up
151,excludes-stop,door-prmnl-huntington
152,direction,up
152,excludes-stop,70240
152,excludes-stop,door-prmnl-prudential
152,excludes-stop,door-prmnl-huntington
301,direction,up
301,excludes-stop,13
301,excludes-stop,70083
301,excludes-stop,door-andrw-exitonly
301,excludes-stop,door-andrw-busway
301,excludes-stop,door-andrw-elevator
302,direction,up
302,excludes-stop,113
302,excludes-stop,114
302,excludes-stop,70027
302,excludes-stop,70205
302,excludes-stop,North Station
302,excludes-stop,North Station-01
302,excludes-stop,North Station-02
302,excludes-stop,North Station-03
302,excludes-stop,North Station-04
302,excludes-stop,North Station-05
302,excludes-stop,North Station-06
302,excludes-stop,North Station-07
302,excludes-stop,North Station-08
302,excludes-stop,North Station-09
302,excludes-stop,North Station-10
302,excludes-stop,door-north-causeways
302,excludes-stop,door-north-causewaye
302,excludes-stop,door-north-crnashua
302,excludes-stop,door-north-crcauseway
303,direction,down
303,excludes-stop,113
303,excludes-stop,114
303,excludes-stop,70027
303,excludes-stop,70205
303,excludes-stop,North Station
303,excludes-stop,North Station-01
303,excludes-stop,North Station-02
303,excludes-stop,North Station-03
303,excludes-stop,North Station-04
303,excludes-stop,North Station-05
303,excludes-stop,North Station-06
303,excludes-stop,North Station-07
303,excludes-stop,North Station-08
303,excludes-stop,North Station-09
303,excludes-stop,North Station-10
303,excludes-stop,door-north-causeways
303,excludes-stop,door-north-causewaye
303,excludes-stop,door-north-crnashua
303,excludes-stop,door-north-crcauseway
304,direction,up
304,excludes-stop,113
304,excludes-stop,114
304,excludes-stop,70026
304,excludes-stop,70205
304,excludes-stop,70206
304,excludes-stop,North Station
304,excludes-stop,North Station-01
304,excludes-stop,North Station-02
304,excludes-stop,North Station-03
304,excludes-stop,North Station-04
304,excludes-stop,North Station-05
304,excludes-stop,North Station-06
304,excludes-stop,North Station-07
304,excludes-stop,North Station-08
304,excludes-stop,North Station-09
304,excludes-stop,North Station-10
304,excludes-stop,door-north-causeways
304,excludes-stop,door-north-causewaye
304,excludes-stop,door-north-crnashua
304,excludes-stop,door-north-crcauseway
305,direction,up
307,direction,up
307,excludes-stop,2874
307,excludes-stop,28741
308,direction,up
308,excludes-stop,2874
308,excludes-stop,28741
309,direction,up
309,excludes-stop,5271
309,excludes-stop,70033
309,excludes-stop,door-welln-garage
309,excludes-stop,door-welln-busway
310,direction,up
310,excludes-stop,5271
310,excludes-stop,70032
310,excludes-stop,70033
310,excludes-stop,door-welln-garage
310,excludes-stop,door-welln-busway
311,direction,up
311,excludes-stop,5072
311,excludes-stop,5327
311,excludes-stop,53270
311,excludes-stop,Malden Center
311,excludes-stop,door-mlmnl-pleasant
311,excludes-stop,door-mlmnl-commercial
312,direction,up
312,excludes-stop,5072
312,excludes-stop,5327
312,excludes-stop,53270
312,excludes-stop,70034
312,excludes-stop,70035
312,excludes-stop,door-mlmnl-pleasant
312,excludes-stop,door-mlmnl-commercial
313,direction,up
313,excludes-stop,8310
313,excludes-stop,door-haym-congress
315,direction,up
315,excludes-stop,70152
315,excludes-stop,79
315,excludes-stop,93
315,excludes-stop,door-hymnl-mass
315,excludes-stop,door-hymnl-newbury
320,direction,up
320,excludes-stop,70196
320,excludes-stop,70197
320,excludes-stop,70198
320,excludes-stop,70199
320,excludes-stop,9070076
320,excludes-stop,door-pktrm-tremontw
320,excludes-stop,door-pktrm-elevatorwb
320,excludes-stop,door-pktrm-exitashbrain
320,excludes-stop,door-pktrm-elevatoreb
320,excludes-stop,door-pktrm-winter
320,excludes-stop,door-pktrm-exitalewife
320,excludes-stop,door-pktrm-west
322,direction,up
322,excludes-stop,121
322,excludes-stop,70095
322,excludes-stop,70096
322,excludes-stop,JFK/UMASS
322,excludes-stop,door-jfk-busway
322,excludes-stop,door-jfk-oldcolony
322,excludes-stop,door-jfk-sydneys
322,excludes-stop,door-jfk-sydneyn
325,direction,up
325,excludes-stop,3125
325,excludes-stop,9070098
325,excludes-stop,door-nqncy-hancock
325,excludes-stop,door-nqncy-newport
326,direction,up
326,excludes-stop,3125
326,excludes-stop,9070098
326,excludes-stop,door-nqncy-squantum
327,direction,up
327,excludes-stop,3125
327,excludes-stop,9070098
327,excludes-stop,door-nqncy-squantum
327,excludes-stop,door-nqncy-newport
329,direction,up
330,direction,up
330,excludes-stop,32000
330,excludes-stop,32001
330,excludes-stop,32002
330,excludes-stop,32003
330,excludes-stop,32004
330,excludes-stop,32005
330,excludes-stop,Quincy Center
330,excludes-stop,door-qnctr-burgin
330,excludes-stop,door-qnctr-busway
331,direction,up
331,excludes-stop,70020
331,excludes-stop,70078
331,excludes-stop,door-dwnxg-temple
331,excludes-stop,door-dwnxg-winter
331,excludes-stop,door-dwnxg-summer
331,excludes-stop,door-dwnxg-macys
331,excludes-stop,door-dwnxg-rochebros
331,excludes-stop,door-dwnxg-franklin
331,excludes-stop,door-dwnxg-hawley
331,excludes-stop,door-dwnxg-101arch
331,excludes-stop,door-dwnxg-chauncy
331,excludes-stop,door-dwnxg-summereast
332,direction,up
332,excludes-stop,70020
332,excludes-stop,70077
332,excludes-stop,door-dwnxg-temple
332,excludes-stop,door-dwnxg-winter
332,excludes-stop,door-dwnxg-summer
332,excludes-stop,door-dwnxg-macys
332,excludes-stop,door-dwnxg-rochebros
332,excludes-stop,door-dwnxg-franklin
332,excludes-stop,door-dwnxg-hawley
332,excludes-stop,door-dwnxg-101arch
332,excludes-stop,door-dwnxg-chauncy
332,excludes-stop,door-dwnxg-summereast
333,direction,up
333,excludes-stop,38671
333,excludes-stop,70105
333,excludes-stop,door-brntn-busway
333,excludes-stop,door-brntn-faregates
334,direction,down
334,excludes-stop,38671
334,excludes-stop,Braintree
334,excludes-stop,door-brntn-busway
334,excludes-stop,door-brntn-faregates
335,direction,up
335,excludes-stop,38671
335,excludes-stop,Braintree
335,excludes-stop,door-brntn-busway
335,excludes-stop,door-brntn-faregates
336,direction,up
336,excludes-stop,5104
336,excludes-stop,door-davis-holland
337,direction,down
337,excludes-stop,5104
337,excludes-stop,door-davis-holland
338,direction,up
338,excludes-stop,5104
338,excludes-stop,door-davis-holland
339,direction,down
339,excludes-stop,5104
339,excludes-stop,door-davis-holland
340,direction,up
340,excludes-stop,5104
340,excludes-stop,door-davis-busway
340,excludes-stop,door-davis-holland
341,direction,up
341,excludes-stop,5104
341,excludes-stop,door-davis-busway
341,excludes-stop,door-davis-holland
342,direction,down
342,excludes-stop,5104
342,excludes-stop,door-davis-busway
343,direction,up
343,excludes-stop,5104
343,excludes-stop,door-davis-busway
344,direction,down
344,excludes-stop,41031
344,excludes-stop,door-qamnl-burgin
344,excludes-stop,door-qamnl-pickup
345,direction,up
345,excludes-stop,41031
345,excludes-stop,door-qamnl-burgin
345,excludes-stop,door-qamnl-pickup
346,direction,up
346,excludes-stop,41031
346,excludes-stop,door-qamnl-burgin
346,excludes-stop,door-qamnl-pickup
347,direction,up
347,excludes-stop,41031
347,excludes-stop,door-qamnl-burgin
347,excludes-stop,door-qamnl-pickup
348,direction,down
348,excludes-stop,41031
348,excludes-stop,door-qamnl-burgin
348,excludes-stop,door-qamnl-pickup
349,direction,up
349,excludes-stop,141
349,excludes-stop,door-alfcl-alewife
349,excludes-stop,door-alfcl-busway
349,excludes-stop,door-alfcl-steel
349,excludes-stop,door-alfcl-cambridgepark
350,direction,down
350,excludes-stop,141
350,excludes-stop,door-alfcl-alewife
350,excludes-stop,door-alfcl-busway
350,excludes-stop,door-alfcl-steel
350,excludes-stop,door-alfcl-cambridgepark
351,direction,down
351,excludes-stop,141
351,excludes-stop,door-alfcl-alewife
351,excludes-stop,door-alfcl-russell
351,excludes-stop,door-alfcl-busway
351,excludes-stop,door-alfcl-steel
351,excludes-stop,door-alfcl-cambridgepark
352,direction,up
352,excludes-stop,141
352,excludes-stop,door-alfcl-alewife
352,excludes-stop,door-alfcl-russell
352,excludes-stop,door-alfcl-busway
352,excludes-stop,door-alfcl-steel
352,excludes-stop,door-alfcl-cambridgepark
353,direction,up
353,excludes-stop,door-alfcl-alewife
353,excludes-stop,door-alfcl-russell
353,excludes-stop,door-alfcl-busway
353,excludes-stop,door-alfcl-steel
353,excludes-stop,door-alfcl-cambridgepark
354,direction,up
354,excludes-stop,141
354,excludes-stop,door-alfcl-alewife
354,excludes-stop,door-alfcl-russell
354,excludes-stop,door-alfcl-busway
354,excludes-stop,door-alfcl-steel
354,excludes-stop,door-alfcl-cambridgepark
355,direction,up
355,excludes-stop,141
355,excludes-stop,door-alfcl-alewife
355,excludes-stop,door-alfcl-russell
355,excludes-stop,door-alfcl-busway
355,excludes-stop,door-alfcl-steel
355,excludes-stop,door-alfcl-cambridgepark
356,direction,up
356,excludes-stop,141
356,excludes-stop,door-alfcl-alewife
356,excludes-stop,door-alfcl-russell
356,excludes-stop,door-alfcl-busway
356,excludes-stop,door-alfcl-steel
356,excludes-stop,door-alfcl-cambridgepark
357,direction,up
357,excludes-stop,141
357,excludes-stop,door-alfcl-alewife
357,excludes-stop,door-alfcl-russell
357,excludes-stop,door-alfcl-busway
357,excludes-stop,door-alfcl-steel
357,excludes-stop,door-alfcl-cambridgepark
359,direction,up
359,excludes-stop,70070
359,excludes-stop,door-cntsq-western
359,excludes-stop,door-cntsq-pearl
359,excludes-stop,door-cntsq-essex
359,excludes-stop,door-cntsq-obmass
359,excludes-stop,door-cntsq-prospect
360,direction,up
360,excludes-stop,70069
360,excludes-stop,door-cntsq-western
360,excludes-stop,door-cntsq-pearl
360,excludes-stop,door-cntsq-essex
360,excludes-stop,door-cntsq-obmass
360,excludes-stop,door-cntsq-prospect
361,direction,up
361,excludes-stop,2231
361,excludes-stop,70072
361,excludes-stop,9070071
361,excludes-stop,door-knncl-nbmain
361,excludes-stop,door-knncl-sbsecond
361,excludes-stop,door-knncl-nbsecond
362,direction,up
362,excludes-stop,2231
362,excludes-stop,70071
362,excludes-stop,9070071
362,excludes-stop,door-knncl-sbmain
362,excludes-stop,door-knncl-sbsecond
362,excludes-stop,door-knncl-nbsecond
364,direction,up
364,excludes-stop,door-dwnxg-temple
364,excludes-stop,door-dwnxg-winter
364,excludes-stop,door-dwnxg-summer
364,excludes-stop,door-dwnxg-macys
364,excludes-stop,door-dwnxg-rochebros
364,excludes-stop,door-dwnxg-hawley
364,excludes-stop,door-dwnxg-101arch
364,excludes-stop,door-dwnxg-chauncy
364,excludes-stop,door-dwnxg-summereast
365,direction,up
365,excludes-stop,door-dwnxg-temple
365,excludes-stop,door-dwnxg-summer
365,excludes-stop,door-dwnxg-macys
365,excludes-stop,door-dwnxg-rochebros
365,excludes-stop,door-dwnxg-franklin
365,excludes-stop,door-dwnxg-hawley
365,excludes-stop,door-dwnxg-101arch
365,excludes-stop,door-dwnxg-chauncy
365,excludes-stop,door-dwnxg-summereast
366,direction,up
366,excludes-stop,70019
366,excludes-stop,door-chncl-ogessex
366,excludes-stop,door-chncl-ogelevator
366,excludes-stop,door-chncl-fhelevator
367,direction,up
367,excludes-stop,150
367,excludes-stop,151
367,excludes-stop,door-brdwy-traveler
372,direction,up
372,excludes-stop,150
372,excludes-stop,151
372,excludes-stop,door-brdwy-traveler
373,direction,up
373,excludes-stop,70075
373,excludes-stop,70196
373,excludes-stop,70197
373,excludes-stop,70198
373,excludes-stop,70199
373,excludes-stop,70200
373,excludes-stop,9070076
373,excludes-stop,door-pktrm-tremontw
373,excludes-stop,door-pktrm-elevatorwb
373,excludes-stop,door-pktrm-tremonte
373,excludes-stop,door-pktrm-exitashbrain
373,excludes-stop,door-pktrm-elevatoreb
373,excludes-stop,door-pktrm-winter
373,excludes-stop,door-pktrm-west
374,direction,up
374,excludes-stop,65
374,excludes-stop,door-state-meeting
374,excludes-stop,door-state-water
374,excludes-stop,door-state-congress
374,excludes-stop,door-state-exchange
374,excludes-stop,door-state-state
375,direction,up
375,excludes-stop,70076
375,excludes-stop,70196
375,excludes-stop,70197
375,excludes-stop,70198
375,excludes-stop,70199
375,excludes-stop,70200
375,excludes-stop,9070076
375,excludes-stop,door-pktrm-tremontw
375,excludes-stop,door-pktrm-elevatorwb
375,excludes-stop,door-pktrm-tremonte
375,excludes-stop,door-pktrm-elevatoreb
375,excludes-stop,door-pktrm-winter
375,excludes-stop,door-pktrm-exitalewife
375,excludes-stop,door-pktrm-west
377,direction,up
377,excludes-stop,70018
377,excludes-stop,door-chncl-ogessex
377,excludes-stop,door-chncl-foresthills
377,excludes-stop,door-chncl-fhelevator
378,direction,up
378,excludes-stop,5810
378,excludes-stop,5819
378,excludes-stop,70056
379,direction,down
379,excludes-stop,5810
379,excludes-stop,5819
379,excludes-stop,70055
380,direction,up
380,excludes-stop,5666
380,excludes-stop,70049
380,excludes-stop,door-wimnl-lovell
380,excludes-stop,door-wimnl-benning
382,direction,up
382,excludes-stop,70079
382,excludes-stop,South Station
382,excludes-stop,South Station-01
382,excludes-stop,South Station-02
382,excludes-stop,South Station-03
382,excludes-stop,South Station-04
382,excludes-stop,South Station-05
382,excludes-stop,South Station-06
382,excludes-stop,South Station-07
382,excludes-stop,South Station-08
382,excludes-stop,South Station-09
382,excludes-stop,South Station-10
382,excludes-stop,South Station-11
382,excludes-stop,South Station-12
382,excludes-stop,South Station-13
382,excludes-stop,door-sstat-main
382,excludes-stop,door-sstat-atlantic
382,excludes-stop,door-sstat-summer
382,excludes-stop,door-sstat-usps
382,excludes-stop,door-sstat-bus
382,excludes-stop,door-sstat-dewey
382,excludes-stop,door-sstat-reserve
382,excludes-stop,door-sstat-finctr
382,excludes-stop,door-sstat-outmain
383,direction,up
383,excludes-stop,3125
383,excludes-stop,9070098
383,excludes-stop,door-nqncy-hancock
383,excludes-stop,door-nqncy-squantum
384,direction,up
384,excludes-stop,113
384,excludes-stop,114
384,excludes-stop,North Station
384,excludes-stop,North Station-01
384,excludes-stop,North Station-02
384,excludes-stop,North Station-03
384,excludes-stop,North Station-04
384,excludes-stop,North Station-05
384,excludes-stop,North Station-06
384,excludes-stop,North Station-07
384,excludes-stop,North Station-08
384,excludes-stop,North Station-09
384,excludes-stop,North Station-10
384,excludes-stop,door-north-causeways
384,excludes-stop,door-north-causewaye
384,excludes-stop,door-north-crnashua
384,excludes-stop,door-north-crcauseway
385,direction,down
385,excludes-stop,113
385,excludes-stop,114
385,excludes-stop,North Station
385,excludes-stop,North Station-01
385,excludes-stop,North Station-02
385,excludes-stop,North Station-03
385,excludes-stop,North Station-04
385,excludes-stop,North Station-05
385,excludes-stop,North Station-06
385,excludes-stop,North Station-07
385,excludes-stop,North Station-08
385,excludes-stop,North Station-09
385,excludes-stop,North Station-10
385,excludes-stop,door-north-causeways
385,excludes-stop,door-north-causewaye
385,excludes-stop,door-north-crnashua
385,excludes-stop,door-north-crcauseway
386,direction,down
386,excludes-stop,South Station
386,excludes-stop,South Station-01
386,excludes-stop,South Station-02
386,excludes-stop,South Station-03
386,excludes-stop,South Station-04
386,excludes-stop,South Station-05
386,excludes-stop,South Station-06
386,excludes-stop,South Station-07
386,excludes-stop,South Station-08
386,excludes-stop,South Station-09
386,excludes-stop,South Station-10
386,excludes-stop,South Station-11
386,excludes-stop,South Station-12
386,excludes-stop,South Station-13
386,excludes-stop,door-sstat-main
386,excludes-stop,door-sstat-atlantic
386,excludes-stop,door-sstat-summer
386,excludes-stop,door-sstat-usps
386,excludes-stop,door-sstat-bus
386,excludes-stop,door-sstat-dewey
386,excludes-stop,door-sstat-reserve
386,excludes-stop,door-sstat-outmain
387,direction,up
387,excludes-stop,South Station
387,excludes-stop,South Station-01
387,excludes-stop,South Station-02
387,excludes-stop,South Station-03
387,excludes-stop,South Station-04
387,excludes-stop,South Station-05
387,excludes-stop,South Station-06
387,excludes-stop,South Station-07
387,excludes-stop,South Station-08
387,excludes-stop,South Station-09
387,excludes-stop,South Station-10
387,excludes-stop,South Station-11
387,excludes-stop,South Station-12
387,excludes-stop,South Station-13
387,excludes-stop,door-sstat-main
387,excludes-stop,door-sstat-atlantic
387,excludes-stop,door-sstat-summer
387,excludes-stop,door-sstat-usps
387,excludes-stop,door-sstat-bus
387,excludes-stop,door-sstat-dewey
387,excludes-stop,door-sstat-reserve
387,excludes-stop,door-sstat-outmain
388,direction,up
388,excludes-stop,South Station
388,excludes-stop,South Station-01
388,excludes-stop,South Station-02
388,excludes-stop,South Station-03
388,excludes-stop,South Station-04
388,excludes-stop,South Station-05
388,excludes-stop,South Station-06
388,excludes-stop,South Station-07
388,excludes-stop,South Station-08
388,excludes-stop,South Station-09
388,excludes-stop,South Station-10
388,excludes-stop,South Station-11
388,excludes-stop,South Station-12
388,excludes-stop,South Station-13
388,excludes-stop,door-sstat-main
388,excludes-stop,door-sstat-atlantic
388,excludes-stop,door-sstat-summer
388,excludes-stop,door-sstat-usps
388,excludes-stop,door-sstat-bus
388,excludes-stop,door-sstat-dewey
388,excludes-stop,door-sstat-reserve
388,excludes-stop,door-sstat-finctr
388,excludes-stop,door-sstat-outmain
389,direction,up
389,excludes-stop,70080
389,excludes-stop,South Station
389,excludes-stop,South Station-01
389,excludes-stop,South Station-02
389,excludes-stop,South Station-03
389,excludes-stop,South Station-04
389,excludes-stop,South Station-05
389,excludes-stop,South Station-06
389,excludes-stop,South Station-07
389,excludes-stop,South Station-08
389,excludes-stop,South Station-09
389,excludes-stop,South Station-10
389,excludes-stop,South Station-11
389,excludes-stop,South Station-12
389,excludes-stop,South Station-13
389,excludes-stop,door-sstat-main
389,excludes-stop,door-sstat-atlantic
389,excludes-stop,door-sstat-summer
389,excludes-stop,door-sstat-usps
389,excludes-stop,door-sstat-bus
389,excludes-stop,door-sstat-dewey
389,excludes-stop,door-sstat-reserve
389,excludes-stop,door-sstat-finctr
389,excludes-stop,door-sstat-outmain
390,direction,up
390,excludes-stop,70080
390,excludes-stop,74617
390,excludes-stop,South Station
390,excludes-stop,South Station-01
390,excludes-stop,South Station-02
390,excludes-stop,South Station-03
390,excludes-stop,South Station-04
390,excludes-stop,South Station-05
390,excludes-stop,South Station-06
390,excludes-stop,South Station-07
390,excludes-stop,South Station-08
390,excludes-stop,South Station-09
390,excludes-stop,South Station-10
390,excludes-stop,South Station-11
390,excludes-stop,South Station-12
390,excludes-stop,South Station-13
390,excludes-stop,door-sstat-main
390,excludes-stop,door-sstat-atlantic
390,excludes-stop,door-sstat-summer
390,excludes-stop,door-sstat-usps
390,excludes-stop,door-sstat-bus
390,excludes-stop,door-sstat-dewey
390,excludes-stop,door-sstat-reserve
390,excludes-stop,door-sstat-finctr
390,excludes-stop,door-sstat-outmain
391,direction,down
391,excludes-stop,113
391,excludes-stop,114
391,excludes-stop,70027
391,excludes-stop,70205
391,excludes-stop,North Station
391,excludes-stop,North Station-01
391,excludes-stop,North Station-02
