stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_url,level_id,location_type,parent_station,wheelchair_boarding,stop_address
Boat-Hull,,Hull,,,,42.303251,-70.920215,,,,0,,1,"180 Main St, Hull, MA 02045"
Boat-Logan,,Logan Airport Ferry Terminal,,,,42.359789,-71.027340,,,,0,,1,"Harborside Dr, East Boston, MA 02128"
Boat-Long,,Long Wharf (North),,,,42.360795,-71.049976,,,,0,,1,"Long Wharf near Christopher Columbus Park, Boston, MA 02110"
Boat-Long-South,,Long Wharf (South),,,,42.359448,-71.050498,,,,0,,1,"Long Wharf near Old Atlantic Ave, Boston, MA 02110"
Boat-Charlestown,,Charlestown,,,,42.373334,-71.054160,,,,0,,1,"Pier 4, Boston, MA 02129"
Boat-Rowes,,Rowes Wharf,,,,42.355721,-71.049897,,,,0,,1,"60 Rowes Wharf, Boston, MA 02110"
Boat-Hingham,,Hingham,,,,42.252643,-70.919875,,,,0,,1,"349 Lincoln St, Hingham, MA 02043"
1,1,Washington St opp Ruggles St,,,,42.330957,-71.082754,,,,0,,1,
10,10,Theo Glynn Way @ Newmarket Sq,,,,42.330555,-71.068787,,,,0,,1,
10000,10000,Tremont St opp Temple Pl,,,,42.355692,-71.062911,,,,0,,1,
10003,10003,Albany St opp Randall St,,,,42.331591,-71.076237,,,,0,,0,
10005,10005,Albany St opp E Concord St,,,,42.335017,-71.071280,,,,0,,1,
10006,10006,Albany St opp E Newton St,,,,42.335814,-71.070135,,,,0,,1,
10007,10007,540 Albany St opp Wareham St,,,,42.338372,-71.066556,,,,0,,1,
10008,10008,Albany St opp Randolph St,,,,42.339915,-71.064356,,,,0,,0,
10009,10009,High St @ Duck Lane,,,,42.214986,-70.915924,,,,0,,0,
1001,1001,Newton St @ Arlington Rd,,,,42.307661,-71.169522,,,,0,,0,
10010,10010,Southampton St @ Newmarket St,,,,42.330944,-71.064621,,,,0,,0,
10011,10011,Albany St @ Randolph St,,,,42.340162,-71.064227,,,,0,,1,
10012,10012,Albany St @ Wareham St,,,,42.338361,-71.066667,,,,0,,1,
10013,10013,Albany St @ E Dedham St,,,,42.337556,-71.067875,,,,0,,1,
10014,10014,Albany St opp Boston Medical,,,,42.334342,-71.072226,,,,0,,1,
10015,10015,Harrison Ave @ E Newton St,,,,42.337402,-71.072162,,,,0,,1,
10016,10016,TradeCenter 128,,,,42.499402,-71.162384,,,,0,,0,
10031,10031,E 1st St @ P St,,,,42.338307,-71.027132,,,,0,,0,
10032,10032,E 1st St opp O St,,,,42.338274,-71.029203,,,,0,,0,
10033,10033,E 1st St @ O St,,,,42.338176,-71.029444,,,,0,,0,
101,101,Massachusetts Ave @ Sidney St,,,,42.362988,-71.099486,,,,0,,0,
10100,10100,Albany St @ Randall St,,,,42.331675,-71.076347,,,,0,,0,
10101,10101,Melnea Cass Blvd @ Harrison Ave,,,,42.332066,-71.079147,,,,0,,0,
10134,10134,Massachusetts Ave @ NStar,,,,42.324778,-71.065219,,,,0,,1,
102,102,Massachusetts Ave @ Prospect St,,,,42.365291,-71.103404,,,,0,,1,
1026,1026,Chestnut Hill Ave @ Veronica Smith Ctr,,,,42.347693,-71.153921,,,,0,,0,
1027,1027,Chestnut Hill Ave @ Englewood Ave,,,,42.337121,-71.152079,,,,0,,1,
1028,1028,Chestnut Hill Ave @ Commonwealth Ave,,,,42.337951,-71.153084,,,,0,,1,
1029,1029,Chestnut Hill Ave @ Commonwealth Ave,,,,42.338312,-71.153451,,,,0,,1,
1030,1030,Chestnut Hill Ave @ Strathmore Rd,,,,42.340260,-71.155274,,,,0,,1,
1031,1031,Chestnut Hill Ave @ Chiswick Rd,,,,42.341096,-71.154737,,,,0,,1,
1032,1032,Chestnut Hill Ave opp Wiltshire Rd,,,,42.343065,-71.153469,,,,0,,1,
1033,1033,Chestnut Hill Ave @ Wallingford Rd,,,,42.344607,-71.153220,,,,0,,1,
1034,1034,Chestnut Hill Ave @ Union St,,,,42.346123,-71.152997,,,,0,,0,
1035,1035,Market St @ Washington St,,,,42.349261,-71.153309,,,,0,,1,
1036,1036,Market St @ Sparhawk St,,,,42.351738,-71.151763,,,,0,,1,
1038,1038,Market St @ Gardena St,,,,42.354227,-71.150236,,,,0,,1,
1039,1039,Market St @ N Beacon St,,,,42.355569,-71.149366,,,,0,,1,
104,104,Massachusetts Ave @ Bigelow St,,,,42.366837,-71.106017,,,,0,,0,
1040,1040,Market St @ Guest St,,,,42.357313,-71.148285,,,,0,,1,
1041,1041,Market St @ Centola St,,,,42.359279,-71.147082,,,,0,,1,
10413,10413,Columbus Ave @ Weld Ave,,,,42.315067,-71.097752,,,,0,,0,
10417,10417,American Legion Hwy @ Blue Hill Ave,,,,42.298267,-71.087238,,,,0,,0,
10418,10418,American Legion Hwy opp Franklin Hill Ave,,,,42.295828,-71.092507,,,,0,,0,
10419,10419,American Legion Hwy @ Canterbury St,,,,42.285933,-71.109847,,,,0,,0,
1042,1042,Market St @ Lothrop St,,,,42.360459,-71.146341,,,,0,,2,
10420,10420,opp 150 American Legion Hwy,,,,42.294747,-71.093301,,,,0,,0,
10421,10421,American Legion Hwy @ Walk Hill St,,,,42.287688,-71.106954,,,,0,,0,
10422,10422,American Legion Hwy opp Shopping Center,,,,42.284762,-71.111695,,,,0,,0,
10423,10423,American Legion Hwy @ Stella Rd,,,,42.280752,-71.116254,,,,0,,0,
10424,10424,American Legion Hwy @ Cummins Hwy,,,,42.278467,-71.116716,,,,0,,0,
10425,10425,American Legion Hwy opp Shopping Mall,,,,42.274382,-71.116781,,,,0,,0,
10426,10426,American Legion Hwy @ Army Reserve,,,,42.284246,-71.112437,,,,0,,0,
10427,10427,American Legion Hwy opp Kingbird Rd,,,,42.293255,-71.094593,,,,0,,0,
1043,1043,Western Ave @ Mackin St,,,,42.361668,-71.144413,,,,0,,1,
1044,1044,Western Ave @ Richardson St,,,,42.361897,-71.143279,,,,0,,1,
1045,1045,450 Western Ave,,,,42.362164,-71.141783,,,,0,,1,
1046,1046,Western Ave @ Litchfield St,,,,42.362531,-71.139786,,,,0,,0,
1049,1049,Western Ave @ Everett St,,,,42.363093,-71.135443,,,,0,,0,
1051,1051,Western Ave @ Travis St,,,,42.363248,-71.128518,,,,0,,1,
1052,1052,130 Western Ave,,,,42.363526,-71.125043,,,,0,,1,
10522,10522,Circuit Dr @ Glen Ln,,,,42.305104,-71.094684,,,,0,,1,
1053,1053,Western Ave @ Genzyme,,,,42.363915,-71.119805,,,,0,,1,
10540,10540,Morton St @ Evans St,,,,42.280886,-71.084654,,,,0,,1,
1055,1055,River St opp Blackstone St,,,,42.361913,-71.114378,,,,0,,0,
1056,1056,River St @ Fairmont St,,,,42.362565,-71.112387,,,,0,,0,
10569,10569,2165 Dorchester Ave,,,,42.276285,-71.067029,,,,0,,1,
1057,1057,River St @ Kelly Rd,,,,42.363156,-71.110605,,,,0,,0,
1058,1058,River St @ Pleasant St,,,,42.363850,-71.108586,,,,0,,0,
10582,10582,River St opp Fremont St,,,,42.269983,-71.089868,,,,0,,0,
10590,10590,Massachusetts Ave @ Washington St,,,,42.336621,-71.076956,,,,0,,0,
106,106,Massachusetts Ave @ Hancock St,,,,42.368390,-71.108618,,,,0,,1,
1060,1060,Magazine St @ Green St,,,,42.365114,-71.104311,,,,0,,1,
10603,10603,Washington St @ Durnell Ave,,,,42.282287,-71.132671,,,,0,,0,
1061,1061,Western Ave @ Kinnaird St,,,,42.364952,-71.108901,,,,0,,1,
10612,10612,Washington St opp W Boundary Rd,,,,42.267920,-71.149996,,,,0,,0,
10618,10618,Washington St @ Sumner St,,,,42.256411,-71.163235,,,,0,,0,
1062,1062,Western Ave @ Howard St,,,,42.364798,-71.110649,,,,0,,0,
10625,10625,Washington St opp Heron St,,,,42.268830,-71.148551,,,,0,,0,
10633,10633,Washington St @ Rosecliff St,,,,42.282087,-71.132727,,,,0,,0,
1064,1064,Western Ave @ Putnam Ave,,,,42.364492,-71.114114,,,,0,,0,
10642,10642,Forest Hills,Forest Hills - Upper Busway,,Upper Busway,42.300749,-71.114314,,,level_ground,0,place-forhl,0,
1067,1067,Western Ave opp Genzyme,,,,42.364074,-71.119704,,,,0,,1,
1068,1068,125 Western Ave,,,,42.363686,-71.124387,,,,0,,1,
107,107,Massachusetts Ave @ Dana St,,,,42.369265,-71.110773,,,,0,,1,
1070,1070,Western Ave @ N Harvard St,,,,42.363284,-71.129148,,,,0,,1,
1071,1071,Western Ave opp Riverdale St,,,,42.363253,-71.132079,,,,0,,1,
1072,1072,Western Ave @ Everett St,,,,42.363179,-71.135542,,,,0,,1,
1074,1074,367 Western Ave opp Brighton Mills Mall,,,,42.362807,-71.138519,,,,0,,1,
1075,1075,Western Ave opp Litchfield St,,,,42.362662,-71.139575,,,,0,,1,
1076,1076,445 Western Ave,,,,42.362341,-71.141360,,,,0,,0,
10768,10768,Centre St @ Grove St,,,,42.268863,-71.161907,,,,0,,0,
10769,10769,Centre St @ Grove St,,,,42.268891,-71.161806,,,,0,,0,
1077,1077,Western Ave opp Richardson St,,,,42.361858,-71.144012,,,,0,,0,
10777,10777,Spring St @ Cass St,,,,42.277170,-71.164194,,,,0,,1,
1079,1079,Market St @ Vineland St,,,,42.356921,-71.148686,,,,0,,1,
108,108,Massachusetts Ave @ Trowbridge St,,,,42.370270,-71.112998,,,,0,,1,
1081,1081,Market St opp Gardena St,,,,42.354329,-71.150346,,,,0,,1,
10820,10820,Veterans Hospital West Roxbury,,,,42.274823,-71.172103,,,,0,,1,
10821,10821,Charles Park Rd @ VFW Pkwy,,,,42.276826,-71.172521,,,,0,,0,
1083,1083,Market St @ Arlington St,,,,42.351510,-71.152061,,,,0,,1,
10830,10830,5 Charles Park Rd,,,,42.276931,-71.172561,,,,0,,1,
10832,10832,Dedham Mall @ Old Navy,,,,42.253872,-71.168630,,,,0,,1,
10833,10833,Dedham Mall @ Stop & Shop,,,,42.258725,-71.168530,,,,0,,1,
1084,1084,Chestnut Hill Ave @ Washington St,,,,42.349027,-71.153531,,,,0,,0,
1085,1085,Chestnut Hill Ave @ Academy Hill Rd,,,,42.347089,-71.153750,,,,0,,0,
1086,1086,Chestnut Hill Ave @ Jackson Ave,,,,42.344738,-71.153293,,,,0,,1,
1087,1087,Chestnut Hill Ave @ Wiltshire Rd,,,,42.343049,-71.153613,,,,0,,1,
1088,1088,Chestnut Hill Ave @ Embassy Rd,,,,42.341436,-71.154691,,,,0,,1,
1089,1089,Chestnut Hill Ave @ South St,,,,42.340486,-71.155288,,,,0,,1,
109,109,Massachusetts Ave @ Bow St,,,,42.372099,-71.115371,,,,0,,1,
1090,1090,Chestnut Hill Ave @ Commonwealth Ave,,,,42.338330,-71.153702,,,,0,,1,
1092,1092,Chestnut Hill Ave @ Beacon St,,,,42.336219,-71.151237,,,,0,,1,
10923,10923,Cummins Hwy @ Wood Ave,,,,42.274133,-71.109187,,,,0,,1,
1093,1093,Faneuil St @ Brackett St,,,,42.351893,-71.165214,,,,0,,0,
1094,1094,Faneuil St @ Fairbanks St,,,,42.352366,-71.163015,,,,0,,0,
1095,1095,Faneuil St @ Oakland St,,,,42.352600,-71.160686,,,,0,,1,
1097,1097,Faneuil St @ S Hobart St,,,,42.353970,-71.158134,,,,0,,0,
1098,1098,Hobart St @ Falkland St,,,,42.354858,-71.158565,,,,0,,0,
109800,109800,Saratoga St @ Saint Edward Rd,,,,42.385269,-71.003096,,,,0,,0,
109802,109802,Saratoga St @ Teragram St,,,,42.383937,-70.999451,,,,0,,0,
109803,109803,Saratoga St @ Annavoy St,,,,42.383411,-70.997985,,,,0,,0,
109804,109804,Main St @ Pleasant St,,,,42.382330,-70.991479,,,,0,,0,
109805,109805,Main St @ Beal St,,,,42.382135,-70.988960,,,,0,,0,
109807,109807,Hermon St @ Lincoln St,,,,42.379617,-70.985872,,,,0,,1,
109808,109808,Hermon St opp Belcher St,,,,42.378273,-70.985764,,,,0,,0,
109809,109809,Pauline St opp Woodside Ave,,,,42.375909,-70.987693,,,,0,,1,
109810,109810,Pauline St @ Pleasant St,,,,42.374436,-70.991198,,,,0,,0,
109811,109811,Pleasant St @ Somerset Ave,,,,42.373180,-70.989766,,,,0,,0,
109812,109812,Pleasant St @ Bartlett Rd,,,,42.372904,-70.987328,,,,0,,0,
109814,109814,Pleasant St @ Sunnyside Ave,,,,42.372595,-70.984668,,,,0,,0,
109815,109815,Pleasant St @ Seaview Ave,,,,42.372389,-70.982920,,,,0,,0,
109816,109816,Pleasant St @ Winthrop St,,,,42.372198,-70.981132,,,,0,,0,
109817,109817,Washington Ave opp Willow Ave,,,,42.372168,-70.978521,,,,0,,0,
109818,109818,Washington Ave opp Lewis Ave,,,,42.372021,-70.976842,,,,0,,0,
109819,109819,Washington Ave opp River Rd,,,,42.371900,-70.974424,,,,0,,0,
109820,109820,Washington Ave opp Veterans Rd,,,,42.372456,-70.971910,,,,0,,1,
109821,109821,Veterans Rd @ Washington Ave,,,,42.372701,-70.971585,,,,0,,0,
109822,109822,Veterans Rd @ Cutler St,,,,42.374284,-70.972804,,,,0,,0,
109823,109823,Veterans Rd @ Levy Bramson Way,,,,42.375878,-70.974020,,,,0,,0,
109824,109824,Veterans Rd opp Seafoam Ave,,,,42.377434,-70.974987,,,,0,,0,
109825,109825,Veterans Rd @ Hadassah Way,,,,42.378929,-70.975801,,,,0,,0,
109826,109826,Veterans Rd @ Shirley St,,,,42.381135,-70.975503,,,,0,,0,
109827,109827,Veterans Rd @ Locust St,,,,42.382563,-70.973827,,,,0,,0,
109828,109828,Crest Ave @ Grovers Ave,,,,42.384521,-70.973152,,,,0,,0,
109829,109829,Crest Ave @ Highland Ave,,,,42.386455,-70.975745,,,,0,,0,
109830,109830,Revere St opp Summit Ave,,,,42.384736,-70.978052,,,,0,,1,
109831,109831,Revere St @ Governors Dr,,,,42.382480,-70.980365,,,,0,,0,
109832,109832,Revere St @ Winthrop St,,,,42.381670,-70.982270,,,,0,,0,
109834,109834,Main St @ Douglas St,,,,42.381999,-70.986122,,,,0,,0,
109835,109835,Main St @ Fairview St,,,,42.382255,-70.988942,,,,0,,0,
109836,109836,Main St @ Pleasant St,,,,42.382470,-70.991716,,,,0,,0,
109837,109837,Saratoga St opp Annavoy St,,,,42.383468,-70.997773,,,,0,,0,
109838,109838,Saratoga St opp Teragram St,,,,42.383963,-70.999159,,,,0,,0,
109840,109840,Saratoga St @ Saint Edward Rd,,,,42.385299,-71.002806,,,,0,,0,
109841,109841,Shirley St opp Moore St,,,,42.370713,-70.970441,,,,0,,1,
109842,109842,Shirley St opp Crystal Cove Ave,,,,42.369467,-70.971284,,,,0,,0,
109843,109843,Shirley St @ Winthrop Yacht Club,,,,42.368585,-70.971705,,,,0,,0,
109844,109844,Shirley St @ Pontos St,,,,42.365380,-70.969320,,,,0,,0,
109845,109845,Shirley St @ Petrel St,,,,42.363754,-70.970139,,,,0,,0,
109846,109846,Shirley St opp Yirrell Beach,,,,42.363030,-70.970390,,,,0,,0,
109847,109847,Shirley St @ Nerious St,,,,42.362146,-70.970600,,,,0,,0,
109848,109848,Shirley St @ Bay View Ave,,,,42.360982,-70.970887,,,,0,,0,
109849,109849,Tafts Ave @ Otis St,,,,42.358897,-70.970587,,,,0,,0,
109850,109850,Tafts Ave @ Townsend St,,,,42.358426,-70.970394,,,,0,,0,
109853,109853,Deer Island - MWRA Gate,,,,42.355744,-70.968137,,,,0,,0,
109856,109856,Tafts Ave opp Townsend St,,,,42.358415,-70.970200,,,,0,,0,
109857,109857,Tafts Ave @ Otis St,,,,42.358937,-70.970453,,,,0,,0,
109858,109858,Shirley St @ Bay View Ave,,,,42.360776,-70.970795,,,,0,,0,
109859,109859,Shirley St @ Nerious St,,,,42.361946,-70.970483,,,,0,,0,
109860,109860,Shirley St @ Yirrell Beach,,,,42.362996,-70.970216,,,,0,,0,
109861,109861,Shirley St @ Petrel St,,,,42.363542,-70.970071,,,,0,,0,
109862,109862,Shirley St opp Pontos St,,,,42.365243,-70.969210,,,,0,,2,
109863,109863,Shirley St opp Winthrop Yacht Club,,,,42.368589,-70.971565,,,,0,,2,
109864,109864,Shirley St @ Crystal Cove Ave,,,,42.369295,-70.971194,,,,0,,0,
109865,109865,Shirley St @ Moore St,,,,42.370549,-70.970361,,,,0,,0,
109868,109868,Main St @ Hermon St,,,,42.381889,-70.986150,,,,0,,0,
109870,109870,Main St @ Winthrop St,,,,42.381544,-70.982478,,,,0,,0,
109871,109871,Revere St opp Governors Dr,,,,42.382314,-70.980466,,,,0,,0,
109872,109872,Revere St @ Summit Ave,,,,42.384712,-70.977889,,,,0,,0,
109873,109873,Revere St @ Crest Ave,,,,42.386434,-70.975916,,,,0,,0,
109874,109874,Crest Ave @ Grovers Ave,,,,42.384428,-70.973253,,,,0,,0,
109875,109875,Beach Rd @ Locust St,,,,42.382589,-70.973709,,,,0,,0,
109877,109877,Shirley St opp Coral Ave,,,,42.379054,-70.975001,,,,0,,0,
109878,109878,Shirley St opp Seafoam Ave,,,,42.377526,-70.974688,,,,0,,0,
109879,109879,Shirley St @ Levy Bramson Way,,,,42.376141,-70.973918,,,,0,,0,
109880,109880,Shirley St @ Cutler St,,,,42.374554,-70.972555,,,,0,,0,
109883,109883,Washington Ave @ River Rd,,,,42.372069,-70.974240,,,,0,,0,
109884,109884,Washington Ave @ Lewis Ave,,,,42.372114,-70.976577,,,,0,,0,
109885,109885,Washington Ave @ Willow Ave,,,,42.372280,-70.978265,,,,0,,0,
109886,109886,Washington Ave @ Winthrop St,,,,42.372303,-70.980875,,,,0,,0,
109887,109887,Pleasant St @ Vine Ave,,,,42.372479,-70.982654,,,,0,,0,
109888,109888,Pleasant St @ Buchanan St,,,,42.372686,-70.984401,,,,0,,0,
109890,109890,Pleasant St @ Bartlett Rd,,,,42.372995,-70.987061,,,,0,,0,
109891,109891,Pleasant St @ Somerset Ave,,,,42.373301,-70.989729,,,,0,,0,
109892,109892,Pauline St @ Pleasant St,,,,42.374310,-70.991123,,,,0,,1,
109893,109893,Pauline St @ Woodside Ave,,,,42.375811,-70.987603,,,,0,,1,
109894,109894,Hermon St @ Belcher St,,,,42.378202,-70.985457,,,,0,,0,
109895,109895,Hermon St @ Lincoln St,,,,42.379628,-70.985699,,,,0,,0,
109898,109898,Shirley St @ Washington Ave,,,,42.372758,-70.971283,,,,0,,0,
109899,109899,Revere St @ Golden Dr,,,,42.385674,-70.976635,,,,0,,1,
109900,109900,Revere St @ Hutchinson St,,,,42.385582,-70.976529,,,,0,,0,
109901,109901,Shirley St @ Beach Rd,,,,42.380764,-70.974996,,,,0,,0,
109902,109902,Shirley St opp Wave Way,,,,42.376909,-70.974402,,,,0,,0,
109905,109905,Pauline St @ Hermon St,,,,42.376865,-70.984489,,,,0,,1,
109906,109906,Crest Ave @ Hutchinson St,,,,42.385180,-70.974236,,,,0,,0,
109914,109914,Shirley St @ Tafts Ave,,,,42.360110,-70.971369,,,,0,,0,
109915,109915,Hermon St @ Pauline St,,,,42.377011,-70.984515,,,,0,,0,
11,11,Melnea Cass Blvd @ Kerr Way,,,,42.334763,-71.084459,,,,0,,0,
110,110,Massachusetts Ave @ Holyoke St,,,,42.373259,-71.118124,,,,0,,1,
1100,1100,Hobart St @ Brooks St,,,,42.355539,-71.162428,,,,0,,0,
1102,1102,N Beacon St @ Parsons St,,,,42.358297,-71.157999,,,,0,,1,
1103,1103,N Beacon St @ Goodenough St,,,,42.357577,-71.154024,,,,0,,0,
1104,1104,N Beacon St opp Vineland St,,,,42.357000,-71.152801,,,,0,,0,
1105,1105,N Beacon @ Market St,,,,42.355923,-71.148687,,,,0,,0,
1107,1107,N Beacon St @ Etna St,,,,42.355387,-71.146497,,,,0,,1,
11070,11070,Life St @ Guest St,,,,42.356930,-71.145630,,,,0,,0,
11071,11071,Arthur St @ Guest St - Stop & Shop,,,,42.356313,-71.141651,,,,0,,0,
1109,1109,N Beacon St @ Saunders St,,,,42.354115,-71.141510,,,,0,,1,
111,111,Mt Vernon St @ South Point Dr,,,,42.317184,-71.040238,,,,0,,1,
1110,1110,N Beacon St @ Cambridge St,,,,42.353583,-71.138173,,,,0,,1,
1111,1111,Cambridge St opp Hano St,,,,42.353931,-71.136365,,,,0,,1,
11111,11111,UMass Boston Busway,,,,42.311967,-71.038916,,,,0,,1,
111146,111146,Pemberton Point,,,,42.303676,-70.919766,,,,0,,0,
111152,111152,Main St from Pemberton Pnt to Spring St (FLAG),,,,42.303427,-70.913293,,,,0,,1,
111159,111159,Spring St from Main St to Nantasket Ave (FLAG),,,,42.302958,-70.902498,,,,0,,0,
111179,111179,Nantasket Ave from Y St to A St (FLAG),,,,42.298619,-70.882178,,,,0,,1,
111196,111196,Nantasket Ave from A St to Kenberma St (FLAG),,,,42.287379,-70.876717,,,,0,,0,
1112,1112,Cambridge St @ Harvard Ave,,,,42.355252,-71.133178,,,,0,,1,
111206,111206,Nantasket Ave from Kenberma St to Bay St (FLAG),,,,42.279455,-70.869833,,,,0,,0,
111214,111214,Nantasket Ave from Bay St to Wash Blvd (FLAG),,,,42.273140,-70.860180,,,,0,,1,
111217,111217,Nantasket Ave from Wash Blvd to Park Ave (FLAG),,,,42.270704,-70.856877,,,,0,,1,
111219,111219,Park Ave from Nantasket Ave to Rockland Cir (FLAG),,,,42.267539,-70.853300,,,,0,,0,
111220,111220,Rockland Cir from Park to Rockland House Rd (FLAG),,,,42.266442,-70.853888,,,,0,,0,
111222,111222,Wash Blvd from Rockland House Rd to Med Ctr (FLAG),,,,42.264870,-70.857550,,,,0,,0,
111223,111223,Wash Blvd @ Hull Medical Ctr (FLAG),,,,42.263534,-70.859295,,,,0,,0,
111224,111224,Wash Blvd from Med Ctr to Rockland House Rd (FLAG),,,,42.264763,-70.857454,,,,0,,2,
111232,111232,Atlantic Ave - Nantasket Ave to School St (FLAG),,,,42.265539,-70.846749,,,,0,,0,
111234,111234,School St - Atlantic Ave to Nantasket Ave (FLAG),,,,42.264411,-70.845970,,,,0,,0,
111236,111236,Nantasket Ave from School St to Rockland St (FLAG),,,,42.261535,-70.845016,,,,0,,0,
111248,111248,Summer St from Rockland St to Cushing Way (FLAG),,,,42.247716,-70.876317,,,,0,,0,
111251,111251,Summer St from Cushing Way to Water St (FLAG),,,,42.245686,-70.882913,,,,0,,0,
111258,111258,Summer St from Water St to Cushing Way (FLAG),,,,42.245593,-70.882668,,,,0,,0,
1113,1113,Cambridge St @ Linden St,,,,42.355943,-71.131448,,,,0,,1,
11131,11131,Centre St @ Roseway St,,,,42.318993,-71.111932,,,,0,,0,
1114,1114,Cambridge St @ N Harvard St,,,,42.357758,-71.126505,,,,0,,0,
11148,11148,Malcolm X Blvd @ Madison Park HS,,,,42.331221,-71.090588,,,,0,,1,
11149,11149,Malcolm X Blvd @ O'Bryant HS,,,,42.330732,-71.088420,,,,0,,1,
1115,1115,Cambridge St @ Seattle St,,,,42.358658,-71.123967,,,,0,,0,
11158,11158,Harrison Ave @ E Brookline St,,,,42.338393,-71.070917,,,,0,,1,
1116,1116,Cambridge St @ Mass Pike Exit,,,,42.360640,-71.118544,,,,0,,2,
11164,11164,Centre St @ Burroughs St,,,,42.311466,-71.114500,,,,0,,0,
111640,111640,"Cobbs Corner, Canton",,,,42.139820,-71.148314,,,,0,,0,
111642,111642,Washington St from Cobbs Corner to High St (FLAG),,,,42.144333,-71.149085,,,,0,,0,
111648,111648,Washington St from High St to Church St (FLAG),,,,42.150599,-71.149245,,,,0,,0,
111653,111653,Washington St - Church St to Canton Ctr Sta (FLAG),,,,42.154215,-71.145689,,,,0,,0,
111656,111656,Washington St opp Canton Center Station,,,,42.156617,-71.145462,,,,0,,0,
111660,111660,Washington St - Canton Ctr Sta to Pequit St (FLAG),,,,42.158794,-71.144918,,,,0,,0,
111667,111667,Washington St from Pequit St to Chapman St (FLAG),,,,42.165507,-71.142640,,,,0,,2,
111672,111672,Washington St - Chapman St to Pleasant St (FLAG),,,,42.172307,-71.139199,,,,0,,0,
111678,111678,Washington St - Pleasant St to Pecunit St (FLAG),,,,42.176365,-71.131428,,,,0,,2,
111685,111685,Washington St - Pecunit St to Turnpike St (FLAG),,,,42.185813,-71.121815,,,,0,,0,
111691,111691,Washington St from Turnpike St to Royall St (FLAG),,,,42.197114,-71.119021,,,,0,,2,
1117,1117,Putnam Ave @ Allston St,,,,42.361710,-71.113532,,,,0,,0,
111705,111705,Blue Hill Ave from Curry Coll to Barbara Ln (FLAG),,,,42.239142,-71.108357,,,,0,,2,
111711,111711,Blue Hill Ave - Barbara Ln to Valentine Rd (FLAG),,,,42.250044,-71.102039,,,,0,,0,
111720,111720,Blue Hill Ave - Valentine Rd to Tucker St (FLAG),,,,42.256290,-71.098789,,,,0,,0,
111729,111729,Blue Hill Ave - Tucker St to Brush Hill Rd (FLAG),,,,42.262627,-71.095503,,,,0,,0,
111738,111738,Blue Hill Ave - Brush Hill Rd to Tucker St (FLAG),,,,42.262866,-71.095677,,,,0,,0,
111747,111747,Blue Hill Ave - Tucker St to Valentine Rd (FLAG),,,,42.256642,-71.098896,,,,0,,0,
111756,111756,Blue Hill Ave - Valentine Rd to Barbara Ln (FLAG),,,,42.250283,-71.102214,,,,0,,2,
111762,111762,Blue Hill Ave from Barbara Ln to Curry Coll (FLAG),,,,42.239391,-71.108505,,,,0,,2,
111775,111775,Washington St from Royall St to Turnpike St (FLAG),,,,42.197154,-71.119299,,,,0,,0,
111781,111781,Washington St - Turnpike St to Pecunit St (FLAG),,,,42.185981,-71.122022,,,,0,,2,
111787,111787,Washington St - Pecunit St to Pleasant St (FLAG),,,,42.176598,-71.131430,,,,0,,0,
111791,111791,Washington St - Pleasant St to Chapman St (FLAG),,,,42.172526,-71.139085,,,,0,,0,
111796,111796,Washington St from Chapman St to Lewis St (FLAG),,,,42.165614,-71.142813,,,,0,,0,
1118,1118,Magazine St @ Putnam Ave,,,,42.359196,-71.110890,,,,0,,0,
111801,111801,Washington St - Lewis St to Canton Ctr sta (FLAG),,,,42.159019,-71.145006,,,,0,,0,
111803,111803,Washington St @ Canton Center Station,,,,42.156685,-71.145661,,,,0,,0,
111806,111806,Washington St - Canton Ctr Sta to Church St (FLAG),,,,42.154326,-71.145862,,,,0,,1,
111810,111810,Washington St from Church St to High St (FLAG),,,,42.150784,-71.149384,,,,0,,0,
111815,111815,Washington St from High St to Cobbs Corner (FLAG),,,,42.144230,-71.149281,,,,0,,0,
111823,111823,Rockland St from Kilby St to Nantasket Ave (FLAG),,,,42.255329,-70.851812,,,,0,,0,
111828,111828,School St - Nantasket Ave to Atlantic Ave (FLAG),,,,42.264125,-70.845936,,,,0,,0,
111830,111830,Atlantic Ave - School St to Nantasket Ave (FLAG),,,,42.265653,-70.846620,,,,0,,0,
111834,111834,Rockland House Rd - Nantasket Ave to Wash Blvd,,,,42.265932,-70.852601,,,,0,,2,
111842,111842,Rockland Circle from Rockland House to Park (FLAG),,,,42.266352,-70.853777,,,,0,,0,
111843,111843,Park Ave from Rockland Cir to Nantasket Ave (FLAG),,,,42.267533,-70.853148,,,,0,,2,
111844,111844,Nantasket Ave from Park Ave to Wash Blvd (FLAG),,,,42.270665,-70.856588,,,,0,,1,
111848,111848,Nantasket Ave from Wash Blvd to Water St (FLAG),,,,42.274431,-70.860687,,,,0,,1,
111855,111855,Nantasket Ave from Water St to Kenberma St (FLAG),,,,42.279496,-70.869545,,,,0,,0,
111864,111864,Nantasket Ave from Kenburma St to A St (FLAG),,,,42.287264,-70.876468,,,,0,,0,
11187,11187,Washington St @ School St,,,,42.314697,-71.099462,,,,0,,1,
111881,111881,Nantasket Ave from A St to Y St (FLAG),,,,42.298480,-70.881953,,,,0,,0,
